device_id,device_serial_number,reading,time
40,191954860-2,46,14:25:30.000
7,942552137-9,12,13:39:45.000
63,932290111-X,184,13:44:53.000
80,022354858-8,49,14:02:17.000
28,998298403-9,95,13:18:15.000
92,870735680-3,184,14:17:26.000
33,542911238-0,108,13:22:48.000
65,478757993-2,65,14:01:02.000
65,513243185-2,186,13:23:44.000
27,838941945-9,32,13:19:09.000
10,211762410-3,192,14:14:51.000
75,065482858-X,117,13:32:37.000
28,656518686-3,153,13:08:50.000
94,911821473-8,187,14:58:17.000
38,765274177-7,106,14:43:17.000
83,391930814-X,133,13:31:05.000
16,081404124-8,133,14:27:02.000
1,257357902-6,144,14:38:32.000
89,333282145-8,12,13:05:38.000
89,315726678-0,183,13:52:41.000
43,921317021-1,50,14:48:35.000
100,764475422-9,173,14:17:32.000
59,718123563-X,48,13:05:38.000
74,490476037-9,135,13:45:10.000
14,699273832-1,150,13:21:39.000
16,385308862-7,152,14:36:45.000
17,020548621-5,168,14:05:51.000
78,664208643-0,41,14:23:42.000
62,094739113-4,199,14:47:40.000
48,629938738-6,166,14:16:22.000
81,248946683-6,58,13:47:56.000
36,769215693-X,163,14:32:10.000
88,172984026-4,155,14:39:38.000
68,524243374-4,123,13:38:47.000
87,439602932-2,119,13:21:06.000
74,829001636-0,52,13:57:16.000
4,682968822-1,68,13:56:31.000
16,818922655-X,90,13:05:09.000
100,763909666-9,99,13:49:02.000
75,625241418-2,103,14:05:22.000
28,959880569-7,171,13:17:57.000
29,478271747-4,60,14:08:04.000
13,229691855-7,36,14:51:39.000
41,610683607-8,143,14:11:39.000
99,860309711-9,129,13:00:06.000
98,336310653-X,102,14:37:18.000
91,282567006-5,134,14:17:03.000
21,350551417-9,147,14:46:31.000
52,711674470-3,99,13:21:21.000
87,531381914-3,142,14:19:31.000
18,058283656-5,173,14:38:03.000
9,184545814-1,32,13:00:42.000
30,173639130-5,9,13:50:10.000
81,627477363-0,60,13:44:45.000
19,831483567-6,106,13:03:24.000
7,307467757-0,106,13:01:24.000
83,857770797-0,34,14:47:41.000
91,986116340-9,144,13:16:31.000
75,309085576-3,162,13:36:16.000
60,976415088-8,134,14:44:32.000
64,177118835-9,70,14:08:23.000
92,544781424-3,59,13:16:21.000
34,271106131-0,39,14:32:01.000
68,283797676-8,150,13:32:53.000
36,399382515-2,145,14:03:33.000
6,181209951-7,177,13:56:17.000
36,531777330-X,140,13:28:56.000
78,249638957-4,129,13:19:58.000
35,765775012-X,32,13:29:43.000
2,492897091-8,197,14:24:03.000
26,548939219-3,55,14:21:33.000
40,900079477-3,13,13:28:19.000
60,516672510-7,172,14:26:06.000
8,096152091-4,22,14:17:42.000
87,227774028-4,72,13:44:25.000
82,878368010-1,9,14:57:08.000
14,554474504-8,147,14:40:58.000
16,498143862-1,37,13:39:17.000
55,203494116-0,123,14:29:54.000
50,614918377-7,65,13:42:00.000
9,068478404-1,178,13:31:11.000
59,571211949-8,62,14:01:56.000
51,446232085-9,53,13:30:55.000
90,827206399-9,192,13:18:23.000
17,510711948-4,166,13:11:04.000
94,418597120-6,85,14:36:30.000
69,026421727-6,128,14:21:17.000
6,231695494-4,109,14:08:24.000
25,355421349-7,198,13:42:00.000
26,682895060-7,98,13:48:34.000
64,734109794-9,157,13:52:20.000
29,664994875-6,118,14:19:49.000
32,637605839-6,88,13:56:57.000
57,231565580-3,145,14:44:38.000
79,558151559-X,94,13:13:54.000
8,527296810-7,89,14:00:32.000
45,076334438-9,31,14:13:44.000
14,202551448-4,172,13:40:54.000
59,952765120-4,190,13:35:40.000
7,645378035-6,151,14:21:55.000
16,536144215-1,26,13:29:00.000
93,504946817-5,166,14:12:35.000
85,899406454-0,122,13:33:52.000
57,702941188-9,56,14:34:14.000
19,953354203-9,104,14:04:01.000
98,350317853-8,151,14:44:21.000
98,893389500-0,139,14:49:56.000
89,458857051-X,198,14:26:21.000
26,741253594-3,195,14:18:00.000
52,674709484-0,156,13:24:23.000
40,889692823-0,41,14:47:42.000
68,346387867-4,12,13:55:12.000
40,532383318-1,65,14:28:10.000
49,327251811-8,160,13:01:15.000
3,216219048-6,107,14:11:13.000
72,790844812-7,174,14:37:02.000
95,577206189-5,31,14:12:11.000
5,931824896-2,124,14:43:31.000
72,191191076-0,68,14:07:54.000
83,287628204-6,85,14:37:13.000
69,086577907-4,171,13:22:57.000
91,103110393-7,16,13:39:35.000
91,334842279-5,177,14:32:31.000
18,358309185-X,172,13:46:18.000
58,689360537-4,136,13:28:00.000
82,044436613-X,70,14:06:38.000
52,111007155-8,47,14:50:38.000
38,993871663-6,196,13:13:35.000
33,553051834-6,7,13:00:40.000
73,010956631-9,15,13:04:00.000
8,028611909-9,106,14:25:26.000
75,089123665-1,70,14:26:05.000
31,522060250-0,29,14:50:04.000
92,558583603-X,198,14:10:21.000
44,331314517-5,93,13:23:51.000
49,462570830-3,74,13:29:49.000
46,835641863-1,133,14:50:22.000
95,715251809-2,81,14:45:42.000
18,222987286-9,2,14:34:25.000
50,573941107-6,33,13:48:24.000
99,859129437-8,76,14:00:04.000
68,539552909-8,119,13:48:12.000
4,561118433-2,114,13:34:03.000
14,946282943-8,144,14:46:35.000
26,279499300-3,177,14:44:48.000
44,210272400-X,0,13:52:16.000
15,989415149-3,27,13:54:24.000
97,216908225-5,146,14:32:27.000
49,367812044-X,99,14:29:33.000
9,661968397-5,157,13:41:29.000
84,432002656-X,144,14:52:04.000
93,879085147-1,92,13:50:23.000
44,501201581-9,20,13:07:49.000
11,851181303-9,83,13:08:52.000
34,224392079-4,152,13:34:15.000
23,877910558-0,8,14:40:54.000
66,391783253-4,157,13:57:54.000
45,075548146-1,15,14:26:22.000
98,769830731-X,196,14:36:26.000
63,469550331-X,2,13:32:33.000
75,825281783-1,179,14:04:05.000
76,314014792-9,138,14:39:58.000
91,445184995-0,171,14:49:35.000
4,748239351-X,15,14:09:48.000
61,743899403-1,91,14:17:51.000
41,551949488-6,15,14:33:47.000
74,834640183-3,178,14:35:23.000
63,288555303-0,184,13:46:29.000
23,023623630-X,90,14:25:44.000
44,204168912-9,25,14:05:43.000
42,535566700-7,43,14:53:47.000
52,862910376-0,43,14:55:26.000
46,293057986-2,107,14:01:14.000
53,890143532-2,118,14:45:29.000
27,891531428-X,36,14:16:32.000
42,891196846-3,36,14:35:05.000
21,200340739-1,137,14:48:26.000
57,337262767-9,148,13:23:14.000
3,988304081-4,138,14:07:10.000
69,189467120-1,128,13:46:44.000
24,750671410-8,184,13:54:37.000
41,535428627-1,3,13:41:49.000
15,512397634-5,129,13:39:06.000
37,177901265-9,163,13:23:15.000
34,979513346-2,64,13:50:05.000
4,403043127-5,169,13:23:39.000
96,606066680-9,98,13:52:04.000
76,339386540-4,49,13:47:53.000
5,295111213-0,180,14:50:38.000
15,975233798-8,92,13:34:12.000
83,196171381-0,108,14:39:07.000
58,212473983-2,157,13:37:26.000
4,756531042-5,56,14:00:07.000
49,990614904-3,175,13:45:32.000
3,964445855-9,67,14:34:31.000
52,771902496-6,183,13:55:43.000
16,548882133-3,94,13:13:49.000
87,602414087-8,125,14:13:03.000
73,064335799-8,39,14:51:59.000
45,802995344-5,18,13:19:50.000
79,487625913-5,69,13:46:42.000
36,131734388-3,171,13:47:18.000
31,856754963-9,153,14:08:31.000
55,615590316-6,195,13:48:27.000
63,968855519-3,192,14:27:33.000
97,109131260-5,50,14:56:21.000
20,227557598-7,69,14:49:12.000
8,604216416-3,121,14:20:26.000
65,636468314-2,113,13:07:02.000
63,414433072-9,165,13:59:06.000
97,859806315-0,37,14:03:25.000
83,168636734-1,42,13:38:44.000
19,417633537-8,58,13:46:21.000
31,285203030-6,7,14:03:38.000
43,360808182-8,116,14:07:10.000
53,192127504-9,155,14:08:26.000
6,421565150-6,83,14:52:07.000
40,681767598-7,101,14:37:08.000
19,291962214-5,79,14:16:20.000
95,812897108-5,57,14:43:56.000
76,862377151-6,121,13:01:19.000
15,615450180-3,25,13:59:21.000
23,036895573-7,61,13:55:28.000
6,704320818-1,162,14:39:21.000
2,568246616-0,118,13:15:22.000
89,210196609-3,76,14:16:10.000
54,695591407-3,124,13:53:26.000
62,394576267-7,129,14:01:52.000
2,623140656-3,20,13:44:27.000
50,143538239-0,91,14:55:52.000
91,251734877-4,122,14:19:21.000
4,565099421-8,48,14:07:28.000
99,707475731-4,35,13:42:55.000
33,775925590-X,47,14:43:21.000
36,429666924-9,67,13:29:59.000
54,255107036-8,166,13:10:41.000
27,798648950-2,9,13:38:13.000
100,465262787-4,150,13:48:14.000
53,167708846-X,34,13:17:32.000
67,517708226-1,7,14:13:22.000
93,258181940-5,188,13:21:55.000
25,818623058-0,177,14:03:02.000
73,758215253-0,47,13:01:57.000
91,754039638-5,158,13:25:39.000
64,404011756-5,141,14:35:16.000
66,496036286-3,98,13:58:55.000
74,862719521-8,129,14:42:42.000
80,558621523-3,150,13:35:52.000
3,366626763-7,150,14:44:43.000
96,614973758-6,12,14:40:00.000
19,789933849-2,46,13:18:46.000
97,405889799-6,175,13:58:07.000
41,216428728-2,12,13:14:26.000
52,265955123-5,141,14:35:34.000
8,703772270-7,44,14:54:29.000
15,920686497-1,21,13:19:54.000
63,165777515-1,193,13:43:52.000
2,255201592-1,86,14:07:27.000
42,535887905-6,61,13:51:20.000
50,165755973-4,159,14:45:40.000
61,334957441-6,183,14:04:17.000
43,341127457-3,198,14:04:21.000
75,326644918-5,12,14:45:07.000
78,988295350-6,152,14:45:30.000
67,255101105-1,171,14:02:59.000
69,091304667-1,149,13:28:27.000
15,430352968-0,92,13:26:55.000
67,120897850-0,58,14:08:02.000
5,435058851-5,143,13:21:44.000
33,291519027-5,121,13:35:45.000
100,364493127-5,94,14:06:55.000
18,453295657-9,167,13:55:19.000
65,870237706-3,70,14:51:21.000
88,595236990-1,166,14:40:19.000
43,790325321-2,48,13:46:34.000
52,581429150-8,77,14:09:11.000
52,891344155-1,43,14:25:53.000
80,481384154-6,180,14:40:04.000
97,036719857-6,107,13:44:05.000
69,256678272-5,101,14:06:51.000
15,092313888-9,157,14:50:15.000
92,950409376-0,52,13:41:54.000
72,680840700-2,122,14:06:22.000
53,391132396-4,173,13:42:02.000
4,407515385-1,9,14:10:49.000
16,273453634-X,194,14:06:59.000
80,105128290-X,65,13:06:06.000
9,286623546-0,171,13:02:02.000
27,983525829-5,122,13:44:15.000
36,375786062-4,135,14:04:28.000
66,122260156-7,133,14:32:58.000
55,675434329-X,158,13:55:36.000
2,051342376-1,83,14:50:23.000
17,574901050-3,111,14:07:37.000
19,122664069-9,78,13:05:53.000
17,224021130-X,19,14:04:30.000
98,442321703-1,132,14:32:24.000
56,419478876-1,139,14:08:50.000
34,693936712-8,142,14:05:19.000
70,352585159-6,84,14:23:41.000
85,022670194-8,82,13:45:36.000
29,990628089-1,71,13:30:52.000
31,360417043-5,183,13:14:46.000
5,455757659-1,71,14:56:24.000
40,274012687-5,55,13:57:40.000
38,255361279-6,96,14:35:53.000
4,081537060-1,125,14:04:49.000
14,033936772-5,194,14:58:16.000
59,043574218-3,135,14:45:14.000
76,663978530-7,15,14:15:00.000
29,836416237-3,75,13:10:32.000
12,214461649-3,89,14:44:48.000
49,454890977-X,88,14:35:16.000
82,220758837-8,50,14:01:49.000
70,392418822-X,149,14:12:25.000
6,869739145-8,12,13:07:06.000
54,520600875-3,119,14:35:24.000
8,791179597-5,189,13:43:44.000
50,114081968-2,77,13:35:53.000
23,637459717-6,5,14:43:39.000
66,829944946-4,48,13:27:09.000
8,823996719-1,177,14:48:27.000
20,256236314-0,4,13:54:40.000
22,785313210-7,98,13:13:50.000
54,890428339-6,149,13:07:19.000
64,802974471-4,75,14:34:39.000
98,467846211-2,164,14:23:37.000
25,407831021-4,198,13:32:05.000
46,540198268-2,124,13:20:36.000
68,831830171-4,164,14:50:20.000
77,191475315-1,38,14:44:58.000
80,024407488-7,100,13:40:27.000
26,932334606-3,78,14:41:26.000
22,519607164-4,23,14:15:59.000
84,609851376-7,31,14:11:40.000
8,642292794-0,161,13:04:24.000
56,843441180-6,83,13:07:30.000
43,445488645-8,99,14:11:15.000
55,739870627-8,59,13:09:23.000
92,639528868-7,86,13:35:23.000
60,942432882-6,123,13:57:43.000
85,380515654-5,119,13:44:51.000
4,309577381-1,18,14:32:58.000
9,382544834-7,180,14:14:32.000
60,104487232-2,136,13:37:03.000
94,546344541-9,17,14:29:43.000
32,134665319-4,159,13:10:36.000
15,194275397-7,120,14:32:07.000
96,214486883-2,52,13:09:08.000
12,320063678-5,81,14:51:50.000
16,712015181-9,7,13:40:18.000
1,221223158-X,120,14:16:24.000
31,324890454-2,117,13:00:59.000
68,478653403-X,28,13:19:38.000
81,948489180-2,2,13:08:05.000
28,091576087-8,147,13:22:10.000
52,146988823-8,105,13:07:26.000
33,344081619-2,38,14:30:18.000
60,179884705-1,134,14:36:22.000
71,681654502-8,69,14:25:42.000
40,612784558-0,150,13:05:46.000
80,495013830-8,93,14:39:49.000
92,538430216-X,133,14:05:50.000
7,241847679-0,186,13:21:12.000
82,097324695-2,200,14:30:30.000
53,704327840-6,26,13:49:32.000
86,211381104-9,182,14:58:40.000
31,897465661-2,116,13:19:57.000
20,704891555-2,120,13:11:57.000
56,048316275-2,24,13:07:53.000
46,707039535-3,56,14:11:45.000
48,925364132-0,10,14:01:26.000
68,476444212-4,148,13:09:16.000
19,964380346-5,77,14:18:26.000
50,823441366-X,73,14:09:22.000
60,575517729-5,96,14:23:01.000
85,915103945-1,134,13:46:18.000
95,249888532-3,44,13:43:42.000
40,184529039-9,109,14:44:59.000
52,385959807-4,9,13:43:01.000
92,836967485-2,192,14:45:22.000
16,038391473-6,81,13:42:30.000
2,860183879-0,88,13:40:26.000
94,046713179-1,2,13:27:59.000
19,518479816-1,35,13:24:42.000
46,503630767-4,149,13:31:41.000
35,750828227-2,46,13:23:43.000
72,924960331-2,30,13:07:24.000
16,764987624-1,88,14:21:15.000
14,536418761-6,58,14:49:16.000
8,662285811-X,132,13:51:16.000
47,636336206-7,132,14:15:13.000
32,867828204-5,187,13:43:50.000
18,225924450-5,96,13:46:45.000
43,700505071-1,49,13:51:12.000
19,521163984-7,92,14:20:09.000
73,778632848-3,6,14:50:39.000
15,115182997-8,184,13:52:58.000
79,860794284-0,137,14:42:55.000
32,522176897-6,19,13:34:07.000
5,803280148-0,131,13:46:47.000
64,326753367-8,53,13:24:27.000
96,662354811-4,133,14:03:29.000
74,927185317-2,118,13:53:41.000
4,032876397-7,58,13:27:04.000
25,991352187-4,36,13:53:42.000
90,880170383-X,186,13:21:42.000
93,222613476-X,200,14:15:25.000
66,670206345-8,20,14:28:46.000
75,430162753-7,21,14:40:07.000
9,134468127-1,124,13:01:39.000
65,624024177-6,132,14:31:17.000
57,173226741-3,33,14:15:13.000
10,625107359-4,153,13:47:20.000
48,043043667-X,149,14:04:16.000
71,906590265-1,196,14:40:38.000
74,662291126-6,75,14:36:06.000
50,716993729-8,164,14:58:56.000
49,612265439-6,132,13:26:52.000
75,209935932-6,111,14:10:11.000
68,292214128-4,105,14:18:19.000
84,233692258-4,106,13:17:46.000
74,461090561-2,133,14:31:02.000
32,981695692-6,10,14:56:40.000
21,564195882-4,181,14:22:03.000
99,901181202-6,58,14:09:11.000
35,209318995-X,42,14:16:49.000
100,487966992-X,24,13:28:57.000
8,133662970-3,30,13:26:57.000
47,738851844-4,27,14:11:02.000
55,875563000-6,10,13:35:49.000
83,670839131-7,155,13:25:09.000
44,444451536-8,189,14:01:23.000
33,847918908-8,112,13:49:08.000
33,497262336-5,124,13:24:22.000
22,640680708-1,102,14:34:54.000
70,423945597-9,35,14:47:47.000
89,368848348-0,185,13:09:09.000
79,642795076-2,94,13:56:57.000
42,003954550-4,71,13:39:16.000
97,795931741-0,134,14:50:21.000
27,072105823-X,14,14:07:21.000
84,260987779-X,156,13:04:58.000
22,068741175-0,140,14:00:52.000
47,650958724-6,109,13:57:52.000
46,295511552-5,199,14:32:02.000
53,356652671-1,33,13:21:30.000
61,328534376-1,30,14:39:11.000
38,751518767-0,59,14:04:16.000
38,524885870-4,126,13:32:41.000
12,251359629-3,185,14:16:39.000
10,749457814-5,81,14:04:59.000
88,076067611-9,142,13:17:43.000
33,645793704-7,70,14:15:44.000
61,829568141-9,17,13:11:39.000
93,571174947-1,15,13:32:06.000
89,453530035-6,144,14:26:10.000
70,070205886-6,122,14:25:53.000
21,584975719-8,163,13:15:50.000
63,242142817-3,109,13:08:56.000
51,665972977-1,57,14:27:14.000
45,327336705-9,159,14:45:50.000
66,342428508-0,182,14:02:00.000
55,607148593-2,26,14:03:16.000
22,856055357-6,159,14:35:00.000
15,050184737-5,144,13:51:50.000
1,129948078-0,6,14:31:10.000
22,991487828-8,176,14:55:45.000
92,208542493-7,134,14:22:01.000
45,192863696-9,40,14:29:26.000
98,951095693-7,147,13:36:50.000
5,233225939-2,5,13:29:27.000
81,774625780-1,198,13:15:06.000
6,262536047-X,143,13:56:09.000
86,197752310-2,194,14:54:08.000
97,984494198-9,175,13:24:05.000
78,766397999-0,85,13:06:32.000
100,554869072-8,184,13:09:26.000
68,600515975-5,37,13:23:51.000
95,104635981-9,75,14:41:16.000
86,136886936-X,95,13:18:58.000
52,967543288-8,172,13:43:10.000
67,485146890-3,119,14:40:40.000
68,974298524-3,35,14:21:27.000
8,608748251-2,74,14:15:07.000
93,231231570-X,145,13:21:10.000
76,183144901-3,98,13:19:10.000
64,620746197-5,123,13:32:11.000
88,617360100-1,19,13:50:31.000
24,651321475-0,186,13:47:17.000
2,310268924-8,12,13:26:18.000
21,065019414-4,119,13:36:00.000
76,229143741-0,159,13:33:20.000
50,658736634-1,141,13:16:35.000
83,032571058-9,107,14:38:08.000
64,936335624-8,172,14:35:22.000
77,520059844-3,90,13:03:11.000
83,080756549-0,123,13:27:05.000
9,846517363-X,18,14:18:45.000
31,740813050-0,167,14:55:10.000
3,200604780-9,135,14:01:04.000
9,544613543-1,152,13:19:22.000
10,248063940-1,40,13:02:09.000
89,921527842-7,184,14:31:00.000
3,912696206-3,146,14:34:00.000
36,577146044-3,114,13:27:40.000
24,497071030-9,115,14:50:23.000
36,193682030-7,193,14:26:46.000
91,625424176-5,163,13:45:08.000
5,767921534-0,68,14:33:46.000
51,064859509-9,96,14:48:23.000
61,160514833-4,190,14:30:49.000
66,895960107-1,142,14:29:14.000
77,084884370-3,196,14:49:03.000
56,946801766-4,176,13:47:45.000
97,373733423-4,163,13:50:18.000
43,494160742-2,105,14:28:05.000
40,886782499-6,131,13:56:13.000
100,239290780-3,12,14:11:37.000
44,096132653-0,1,13:28:48.000
71,251704921-1,52,13:44:56.000
83,582413514-2,81,14:38:25.000
65,325522880-8,184,13:42:41.000
7,178587099-8,167,14:41:11.000
28,980904728-2,139,14:45:28.000
10,440632657-X,54,14:29:49.000
51,349947192-2,80,14:35:35.000
33,533734818-3,102,13:16:26.000
88,990958586-3,113,14:32:40.000
36,701451409-1,113,14:06:59.000
21,325658899-9,144,13:01:53.000
64,870175850-0,200,14:02:49.000
60,696776541-8,48,13:53:39.000
87,922368596-6,187,13:37:48.000
48,068185268-2,17,13:59:23.000
99,975433926-0,78,13:32:04.000
53,590180476-7,26,13:18:51.000
44,225388607-6,112,14:55:56.000
58,192178159-9,164,14:31:14.000
43,006183564-1,49,14:49:29.000
29,620078837-5,32,14:22:11.000
74,164666575-9,192,13:19:59.000
86,559835632-5,71,13:11:44.000
31,755406053-8,2,13:42:40.000
41,816827759-7,122,14:24:25.000
41,873588227-1,175,13:48:15.000
65,223628351-2,14,13:51:36.000
61,048161780-9,167,14:21:14.000
42,580823506-5,167,14:53:22.000
97,479073316-5,182,14:55:53.000
65,012212355-7,71,13:27:39.000
59,024313168-2,174,14:16:27.000
38,142760116-X,162,14:26:53.000
93,016895017-0,69,14:22:07.000
83,934060757-0,141,14:45:18.000
73,907396590-X,23,14:42:34.000
17,150037099-1,43,13:12:53.000
93,839141858-8,55,13:09:06.000
23,859240810-5,197,14:03:21.000
89,350872736-X,132,13:12:02.000
40,004904317-X,175,14:16:45.000
26,365539643-0,26,14:36:43.000
21,682939308-6,195,14:09:19.000
80,696675456-0,86,13:25:37.000
36,909448282-7,9,14:33:01.000
42,094635471-5,167,13:41:04.000
86,640357790-5,55,14:39:04.000
22,772559458-2,14,14:02:04.000
89,930606351-2,170,13:32:37.000
52,264805827-3,59,13:34:34.000
70,358563162-2,143,14:37:20.000
70,801620346-9,190,14:44:57.000
80,989605338-3,120,13:31:21.000
13,455287390-3,125,14:28:20.000
12,329161652-9,84,13:07:08.000
73,054147311-5,161,14:54:18.000
61,942951129-7,144,14:12:07.000
81,228629899-8,20,14:17:04.000
12,360254983-6,115,13:00:37.000
35,051976397-1,167,13:16:15.000
75,284840522-8,58,13:23:40.000
79,755087164-7,6,14:39:13.000
37,238159979-7,39,13:11:40.000
28,669837766-X,58,14:24:40.000
20,941877605-7,149,13:09:39.000
29,645236281-X,57,14:31:08.000
95,821833176-X,93,14:55:28.000
87,353537250-X,137,13:24:15.000
36,929516119-X,112,14:55:06.000
94,875318694-X,141,13:09:37.000
47,976074970-X,98,13:22:31.000
28,503947833-X,160,13:33:35.000
52,802743855-1,127,14:57:13.000
28,914782100-0,67,13:07:31.000
48,519754650-6,117,14:39:25.000
100,641459159-9,95,14:21:24.000
40,133153018-0,73,14:27:11.000
69,177957372-3,46,13:01:59.000
21,420661438-5,121,13:02:01.000
50,855554811-X,135,14:42:42.000
47,106901625-X,51,13:22:34.000
89,309376427-0,171,14:10:39.000
85,582316700-8,13,13:22:04.000
84,162164831-1,182,13:26:22.000
80,350940893-4,10,13:31:27.000
55,829430959-1,60,14:42:39.000
91,605822945-6,124,14:05:51.000
21,539960299-7,124,13:35:57.000
15,586450901-9,71,13:06:52.000
15,656578661-5,15,13:45:52.000
90,755323344-7,29,13:06:30.000
20,933081569-3,64,14:47:44.000
75,570158401-1,71,13:03:56.000
88,145705134-6,165,14:32:54.000
78,079725314-9,95,14:48:45.000
41,130940801-7,130,14:36:08.000
43,409306610-8,126,13:49:55.000
17,651372474-0,103,14:38:48.000
33,947329394-1,114,13:14:59.000
11,659273450-7,92,14:00:45.000
21,028910698-2,121,13:32:14.000
66,974580147-X,195,14:21:32.000
87,859670144-3,73,14:36:04.000
47,153745559-1,164,13:28:12.000
66,194889861-6,13,14:45:54.000
69,153813729-1,137,14:29:56.000
100,902947318-5,1,13:22:46.000
18,918643160-9,14,13:52:37.000
51,106436659-7,107,13:03:03.000
59,641020550-3,26,14:36:02.000
55,456347914-4,183,13:47:47.000
33,616110542-X,3,13:45:19.000
29,337894585-0,127,14:15:22.000
49,563781615-8,121,13:23:39.000
78,035731473-5,56,13:03:32.000
18,831741809-X,105,14:56:53.000
28,677311282-6,101,14:37:29.000
16,716583499-0,90,13:59:36.000
50,498504536-5,108,14:28:57.000
42,567520380-X,188,14:28:11.000
74,431184395-X,74,14:27:15.000
29,773787515-8,41,13:05:11.000
10,835097380-3,196,14:21:34.000
12,155969672-9,129,14:23:28.000
61,118321970-9,59,13:09:32.000
45,171863397-1,151,13:42:57.000
14,787912370-9,28,13:52:00.000
26,624381985-X,17,13:06:54.000
64,035398470-1,86,14:13:28.000
80,582289944-7,155,13:40:18.000
3,771760626-7,100,13:10:18.000
27,188355882-4,35,13:56:06.000
11,838952754-5,131,13:46:56.000
66,270803375-1,80,14:34:34.000
18,245800990-5,134,13:36:12.000
86,540460235-X,59,13:15:39.000
72,319385937-0,196,14:23:21.000
61,584249871-5,60,14:09:35.000
